@relation 'Huotari500_noclass4'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute class {1 2 3 4}
@data
0.004695,0.001939,0.006380,0.002818,0.014069,0.005714,0.004007,0.000845,0.010152,0.006708,0.364174,0.283146,0.643494,0.397891,0.887073,2.846442,1.305259,1.221904,1.406613,0.228352,0.570950,-0.306750,0.632379,0.070691,0.049215,2
0.003447,0.000493,0.004062,0.000907,0.023740,0.009948,0.004043,0.001688,0.012655,0.012035,0.048914,1.398305,0.685058,2.188439,0.614945,9.492090,7.477056,2.407322,3.278814,0.634409,1.133661,-0.181839,0.694772,0.005307,0.015573,1
0.003934,0.000597,0.005927,0.002766,0.013146,0.004769,0.004122,0.000942,0.009014,0.005804,0.056066,1.360012,0.759868,2.848222,0.650785,6.305734,9.965711,2.419716,3.200856,0.711051,1.144585,-0.250372,0.774563,0.033223,0.069403,2
0.002600,0.000466,0.002704,0.000520,0.017921,0.014829,0.003380,0.001178,0.007173,0.010209,0.075137,1.574913,0.830263,3.370394,0.631267,6.271777,13.013245,2.477683,2.985289,0.816132,1.195720,-0.379290,0.877771,0.005404,0.007746,1
0.002703,0.000588,0.003064,0.000765,0.017961,0.009121,0.003938,0.001122,0.010902,0.009645,0.287710,0.482264,0.400453,0.400188,0.849580,3.043919,1.125605,1.277691,1.538571,0.374874,0.717667,-0.193113,0.530527,0.027463,0.009200,1
0.003169,0.000428,0.003676,0.000829,0.018342,0.006057,0.004399,0.002920,0.010726,0.008466,0.057658,1.211470,0.804831,2.777979,0.628674,7.406810,10.597946,2.493234,3.175172,0.537776,1.063301,-0.296700,0.821748,0.014139,0.013065,1
0.003323,0.000640,0.004004,0.001030,0.015110,0.004443,0.003979,0.001049,0.009970,0.006559,0.073376,1.306340,0.561795,1.490455,0.655567,5.851852,4.655391,2.156886,2.929054,0.684688,1.117805,-0.147847,0.611365,0.006682,0.029145,1
0.003217,0.000640,0.004394,0.001570,0.017577,0.007901,0.004711,0.001170,0.012096,0.008846,0.307840,0.285248,0.630151,0.385628,0.881005,3.086460,1.257265,1.279276,1.469835,0.225143,0.586579,-0.315501,0.650685,0.024167,0.025409,2
0.003059,0.000468,0.003544,0.000743,0.020237,0.006639,0.004484,0.001401,0.012654,0.009382,0.075978,1.042718,0.616943,1.380176,0.665286,5.830474,4.400457,2.128998,2.835454,0.507994,1.026349,-0.167196,0.636684,0.025338,0.006670,1
0.003022,0.001138,0.003801,0.001457,0.020498,0.008352,0.003937,0.001275,0.012553,0.010369,0.070042,1.217690,0.664971,1.801554,0.666538,5.853069,6.049530,2.229575,2.965735,0.643487,1.104575,-0.211093,0.709834,0.034278,0.050830,2
